Document group,Document name,Beginning,Context,Keyword,Context
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,39,baby ,that's, the
1960s_AA > jimihendrix,jimihendrix-lc-catfish_blues,27,one  ,that's, going
1960s_AA > jimihendrix,jimihendrix-lo-red_house,5,Lord ,that's, where
1960s_AA > jimihendrix,jimihendrix-lo-voodoo_child,58,jamming ,that's, all
1960s_AA > jimihendrix,jimihendrix-sc-catfish_blues,28,unintelligible)  ,that's, going
1960s_AA > jimihendrix,jimihendrix-sc-killing_floor,22,yea ,that's, all
1960s_AA > jimihendrix,jimihendrix-so-red_house,3,yonder   ,that's, where
1960s_AA > jimihendrix,jimihendrix-so-red_house,5,Lord ,that's, where
1960s_AA > jimihendrix,jimihendrix-so-red_house,15,more   ,that's, alright
1960s_nonAA_nonUS > savoybrown,savoybrown-so-im_tired,7,feel ,that's, fine
1960s_nonAA_US > allmanbrothers,allmanbrothers-lc-trouble_no_more,21,call ,that's, gone
1960s_nonAA_US > allmanbrothers,allmanbrothers-sc-trouble_no_more,30,call ,that's, gone
1960s_nonAA_US > janisjoplin,janisjoplin-sc-down_on_me,8,mine ,that's, why
1960s_nonAA_US > janisjoplin,janisjoplin-sc-down_on_me,14,hand ,that's, held
1960s_nonAA_US > janisjoplin,janisjoplin-sc-down_on_me,16,you ,that's, why
1960s_nonAA_US > paulbutterfield,paulbutterfield-lo-all_in_a_day,3,gray  ,that's, the
1960s_nonAA_US > paulbutterfield,paulbutterfield-lo-all_in_a_day,5,blue  ,that's, part
1960s_nonAA_US > paulbutterfield,paulbutterfield-so-all_in_a_day,3,gray   ,that's, the
1960s_nonAA_US > paulbutterfield,paulbutterfield-so-all_in_a_day,5,blue   ,that's, part
1960s_nonAA_US > paulbutterfield,paulbutterfield-so-all_in_a_day,8,call   ,that's, all
1960s_nonAA_US > stevemiller,stevemiller-lo-junior_saw_it_happen,9,me  ,that's, one
1960s_nonAA_US > stevemiller,stevemiller-lo-stepping_stone,7,and ,that's, alright
1960s_nonAA_US > stevemiller,stevemiller-lo-stepping_stone,24,and ,that's, alright
1960s_nonAA_US > stevemiller,stevemiller-so-junior_saw_it_happen,15,me   ,that's, one
1960s_nonAA_US > stevemiller,stevemiller-so-steppin_stone,7,and ,that's, alright
1960s_nonAA_US > stevemiller,stevemiller-so-steppin_stone,32,and ,that's, alright
1980s_AA > albertcollins,albertcollins-so-master_charge,5,dollars   ,that's, just
1980s_AA > albertcollins,albertcollins-so-too_many-dirty-dishes,36,yea ,that's, pretty
1980s_AA > johnleehooker,johnleehooker-sc-it_serves_me_right,15,and ,that's, why
1980s_AA > johnleehooker,johnleehooker-sc-it_serves_me_right,15,why ,that's, why
1980s_AA > lutherallison,lutherallison-sc-freedom,40,life ,that's, the
1980s_AA > robertcray,robertcray-sc-dont_touch_me,5,know ,that's, wrong
1980s_AA > robertcray,robertcray-so-smoking_gun,15,know ,that's, not
1980s_nonAA_nonUS > jeffhealey,jeffhealey-sc-road_house_blues,14,and ,that's, for
1980s_nonAA_nonUS > jeffhealey,jeffhealey-sc-road_house_blues,26,and ,that's, for
1980s_nonAA_nonUS > johnmayall,johnmayall-so-john_lee_boogie,30,roll   ,that's, my
1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,9,show   ,that's, what
1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,18,come   ,that's, when
1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,39,man   ,that's, what
1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,43,baby ,that's, when
1980s_nonAA_nonUS > rorygallagher,rorygallagher-so-bought_and_sold,4,trickster   ,that's, something
1980s_nonAA_nonUS > rorygallagher,rorygallagher-so-bought_and_sold,19,soon ,that's, true
1980s_nonAA_nonUS > rorygallagher,rorygallagher-so-bought_and_sold,28,trickster   ,that's, something
1980s_nonAA_nonUS > rorygallagher,rorygallagher-so-keychain,7,someplace ,that's, hard
1980s_nonAA_nonUS > thebluesband,thebluesband-sc-diddy_wah_diddy,4,and ,that's, diddy
1980s_nonAA_US > bonnieraitt,bonnieraitt-so-give_it_up_or_let_me_go,39,solo))   ,that's, right
1980s_nonAA_US > fabulousthunderbirds,fabulousthunderbirds-sc-shes_tuff,11,and ,that's, tough
1980s_nonAA_US > fabulousthunderbirds,fabulousthunderbirds-sc-shes_tuff,21,and ,that's, tough
1980s_nonAA_US > fabulousthunderbirds,fabulousthunderbirds-sc-shes_tuff,36,and ,that's, tough
1980s_nonAA_US > fabulousthunderbirds,fabulousthunderbirds-sc-shes_tuff,37,and ,that's, tough
1980s_nonAA_US > fabulousthunderbirds,fabulousthunderbirds-sc-shes_tuff,38,and ,that's, tough
1980s_nonAA_US > fabulousthunderbirds,fabulousthunderbirds-sc-shes_tuff,39,and ,that's, tough
1980s_nonAA_US > fabulousthunderbirds,fabulousthunderbirds-so-tuff_enough,16,you ,that's, too
1980s_nonAA_US > jjcale,jjcale-so-ride_me_high,25,thing ,that's, for
1980s_nonAA_US > robbenford,robbenford-sc-aint_got_nothing_but_the_blues,5,coffee ,that's, perking
1980s_nonAA_US > robbenford,robbenford-sc-aint_got_nothing_but_the_blues,7,dream ,that's, working
2010s_AA > ericgales,ericgales-so-it_just_beez_that_way,13,you ,that's, the
2010s_AA > ericgales,ericgales-so-it_just_beez_that_way,25,you ,that's, the
2010s_AA > kirkfletcher,kirkfletcher-sc-congo_square,12,prayer   ,that's, when
2010s_AA > kirkfletcher,kirkfletcher-sc-congo_square,26,prayer   ,that's, because
2010s_AA > kirkfletcher,kirkfletcher-sc-found_love,13,know ,that's, a
2010s_AA > shemekiacopeland,shemekiacopeland-sc-i_feel_a_sin_coming_on,15,ring   ,that's, his
2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,10,frame ,that's, got
2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,20,bed ,that's, always
2010s_nonAA_nonUS > daniwilde,daniwilde-sc-little_by_little,37,baby ,that's, the
2010s_nonAA_nonUS > daniwilde,daniwilde-sc-little_by_little,39,honey ,that's, just
2010s_nonAA_nonUS > daniwilde,daniwilde-sc-little_by_little,41,baby ,that's, the
2010s_nonAA_nonUS > daniwilde,daniwilde-sc-little_by_little,42,honey ,that's, the
2010s_nonAA_nonUS > daniwilde,daniwilde-sc-little_by_little,44,baby ,that's, the
2010s_nonAA_nonUS > joanneshawtaylor,joanneshawtaylor-so-just_another_world,7,around   ,that's, the
2010s_nonAA_nonUS > joanneshawtaylor,joanneshawtaylor-so-just_another_world,18,on   ,that's, the
2010s_nonAA_nonUS > joanneshawtaylor,joanneshawtaylor-so-just_another_world,23,solo))   ,that's, the
2010s_nonAA_nonUS > joanneshawtaylor,joanneshawtaylor-so-just_another_world,27,this   ,that's, the
2010s_nonAA_nonUS > joanneshawtaylor,joanneshawtaylor-so-just_another_world,32,word ,that's, the
2010s_nonAA_US > joebonamassa,joebonamassa-sc-well_i_done_got_over_it,25,gal ,that's, jive
2010s_nonAA_US > joebonamassa,joebonamassa-so-high_class_girl,9,side ,that's, the
2010s_nonAA_US > joebonamassa,joebonamassa-so-high_class_girl,17,heart ,that's, beating
2010s_nonAA_US > samanthafish,samanthafish-sc-crow_jane,24,and ,that's, the
1960s_nonAA_nonUS > cream,cream-so-sunshine_of_your_love,3,close ,their, tired
1960s_nonAA_US > allmanbrothers,allmanbrothers-sc-hoochie_coochie_man,45,turn ,their, heads
1980s_nonAA_US > bonnieraitt,bonnieraitt-sc-love_me_like_a_man,3,got ,their, soul
1980s_nonAA_US > jjcale,jjcale-sc-borrowed_time,20,on ,their, knees
1980s_nonAA_US > jjcale,jjcale-sc-borrowed_time,22,on ,their, knees
1980s_nonAA_US > stevierayvaughan,stevierayvaughan-sc-tin_pan_alley,10,for ,their, whiskey
1980s_nonAA_US > stevierayvaughan,stevierayvaughan-sc-tin_pan_alley,19,for ,their, whiskey
1980s_nonAA_US > stevierayvaughan,stevierayvaughan-sc-tin_pan_alley,28,for ,their, whiskey
2010s_AA > kirkfletcher,kirkfletcher-sc-congo_square,7,play ,their, drums
2010s_AA > kirkfletcher,kirkfletcher-sc-congo_square,13,play ,their, drums
2010s_nonAA_nonUS > tinylegstim,tinylegstim-so-stepping_up,25,lay ,their, heads
1960s_AA > albertking,albertking-lc-as_the_years_go_passing_by,7,intro))  ,there, is
1960s_AA > albertking,albertking-lc-as_the_years_go_passing_by,7,intro))  ,there, is
1960s_AA > albertking,albertking-lc-as_the_years_go_passing_by,9,cry  ,there, is
1960s_AA > albertking,albertking-lc-as_the_years_go_passing_by,9,cry  ,there, is
1960s_AA > albertking,albertking-lo-personal_manager,6,right ,there, beside
1960s_AA > albertking,albertking-lo-personal_manager,6,right ,there, beside
1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,2,intro))  ,there, is
1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,2,intro))  ,there, is
1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,4,cry   ,there, is
1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,4,cry   ,there, is
1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,26,worldand ,there,'s
1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,26,worldand ,there,'s
1960s_AA > albertking,albertking-so-personal_manager,6,right ,there, beside
1960s_AA > albertking,albertking-so-personal_manager,6,right ,there, beside
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,4,out ,there,  how
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,4,out ,there,  how
1960s_AA > bbking,bbking-so-please_love_me,16,well ,there,'s
1960s_AA > bbking,bbking-so-please_love_me,16,well ,there,'s
1960s_AA > freddieking,freddieking-lo-have_you_ever_loved_a_woman,33,but ,there,'s
1960s_AA > freddieking,freddieking-lo-have_you_ever_loved_a_woman,33,but ,there,'s
1960s_AA > freddieking,freddieking-lo-have_you_ever_loved_a_woman,41,but ,there,'s
1960s_AA > freddieking,freddieking-lo-have_you_ever_loved_a_woman,41,but ,there,'s
1960s_AA > freddieking,freddieking-so-have_you_ever_loved_a_woman,21,but ,there,'s
1960s_AA > freddieking,freddieking-so-have_you_ever_loved_a_woman,21,but ,there,'s
1960s_AA > jimihendrix,jimihendrix-lc-catfish_blues,24,well ,there,'s
1960s_AA > jimihendrix,jimihendrix-lc-catfish_blues,24,well ,there,'s
1960s_AA > jimihendrix,jimihendrix-lc-catfish_blues,26,but ,there,'s
1960s_AA > jimihendrix,jimihendrix-lc-catfish_blues,26,but ,there,'s
1960s_AA > jimihendrix,jimihendrix-lc-catfish_blues,28,know ,there,'s
1960s_AA > jimihendrix,jimihendrix-lc-catfish_blues,28,know ,there,'s
1960s_AA > jimihendrix,jimihendrix-lo-red_house,2,intro))  ,there,'s
1960s_AA > jimihendrix,jimihendrix-lo-red_house,2,intro))  ,there,'s
1960s_AA > jimihendrix,jimihendrix-lo-red_house,3,Lord ,there,'s
1960s_AA > jimihendrix,jimihendrix-lo-red_house,3,Lord ,there,'s
1960s_AA > jimihendrix,jimihendrix-lo-red_house,4,said ,there,'s
1960s_AA > jimihendrix,jimihendrix-lo-red_house,4,said ,there,'s
1960s_AA > jimihendrix,jimihendrix-lo-voodoo_child,31,be ,there,  don
1960s_AA > jimihendrix,jimihendrix-lo-voodoo_child,31,be ,there,  don
1960s_AA > jimihendrix,jimihendrix-lo-voodoo_child,32,be ,there,  because
1960s_AA > jimihendrix,jimihendrix-lo-voodoo_child,32,be ,there,  because
1960s_AA > jimihendrix,jimihendrix-sc-catfish_blues,25,well ,there,'s
1960s_AA > jimihendrix,jimihendrix-sc-catfish_blues,25,well ,there,'s
1960s_AA > jimihendrix,jimihendrix-sc-catfish_blues,29,know ,there,'s
1960s_AA > jimihendrix,jimihendrix-sc-catfish_blues,29,know ,there,'s
1960s_AA > jimihendrix,jimihendrix-so-red_house,2,intro))   ,there,'s
1960s_AA > jimihendrix,jimihendrix-so-red_house,2,intro))   ,there,'s
1960s_AA > jimihendrix,jimihendrix-so-red_house,4,Lord ,there,'s
1960s_AA > jimihendrix,jimihendrix-so-red_house,4,Lord ,there,'s
1960s_AA > jimihendrix,jimihendrix-so-voodoo_child,24,be (,there,)   don
1960s_AA > jimihendrix,jimihendrix-so-voodoo_child,24,be (,there,)   don
1960s_AA > jimihendrix,jimihendrix-so-voodoo_child,25,be (,there,)   because
1960s_AA > jimihendrix,jimihendrix-so-voodoo_child,25,be (,there,)   because
1960s_AA > muddywaters,muddywaters-lo-i_got_my_brand_on_you,8,you  ,there, ain
1960s_AA > muddywaters,muddywaters-lo-i_got_my_brand_on_you,8,you  ,there, ain
1960s_AA > muddywaters,muddywaters-lo-i_got_my_brand_on_you,16,you  ,there, ain
1960s_AA > muddywaters,muddywaters-lo-i_got_my_brand_on_you,16,you  ,there, ain
1960s_AA > muddywaters,muddywaters-lo-i_got_my_brand_on_you,24,you  ,there, ain
1960s_AA > muddywaters,muddywaters-lo-i_got_my_brand_on_you,24,you  ,there, ain
1960s_AA > muddywaters,muddywaters-lo-i_got_my_brand_on_you,27,baby  ,there, ain
1960s_AA > muddywaters,muddywaters-lo-i_got_my_brand_on_you,27,baby  ,there, ain
1960s_AA > muddywaters,muddywaters-lo-i_got_my_brand_on_you,32,you  ,there, ain
1960s_AA > muddywaters,muddywaters-lo-i_got_my_brand_on_you,32,you  ,there, ain
1960s_AA > muddywaters,muddywaters-lo-i_got_my_brand_on_you,41,you  ,there, ain
1960s_AA > muddywaters,muddywaters-lo-i_got_my_brand_on_you,41,you  ,there, ain
1960s_AA > muddywaters,muddywaters-so-i_got_my_brand_on_you,6,you   ,there, ain
1960s_AA > muddywaters,muddywaters-so-i_got_my_brand_on_you,6,you   ,there, ain
1960s_AA > muddywaters,muddywaters-so-i_got_my_brand_on_you,14,you   ,there, ain
1960s_AA > muddywaters,muddywaters-so-i_got_my_brand_on_you,14,you   ,there, ain
1960s_AA > muddywaters,muddywaters-so-i_got_my_brand_on_you,24,you   ,there, ain
1960s_AA > muddywaters,muddywaters-so-i_got_my_brand_on_you,24,you   ,there, ain
1960s_AA > muddywaters,muddywaters-so-i_got_my_brand_on_you,32,you   ,there, ain
1960s_AA > muddywaters,muddywaters-so-i_got_my_brand_on_you,32,you   ,there, ain
1960s_nonAA_nonUS > cream,cream-so-politician,18,not ,there,   when
1960s_nonAA_nonUS > cream,cream-so-politician,18,not ,there,   when
1960s_nonAA_US > cannedheat,cannedheat-lc-catfish_blues,17,way  ,there,'s
1960s_nonAA_US > cannedheat,cannedheat-lc-catfish_blues,17,way  ,there,'s
1960s_nonAA_US > cannedheat,cannedheat-lc-going_up_the_country,19,because ,there,'s
1960s_nonAA_US > cannedheat,cannedheat-lc-going_up_the_country,19,because ,there,'s
1960s_nonAA_US > cannedheat,cannedheat-lo-future_blues,19,up ,there, you
1960s_nonAA_US > cannedheat,cannedheat-lo-future_blues,19,up ,there, you
1960s_nonAA_US > cannedheat,cannedheat-lo-move_on_down_the_road,2,now  ,there, come
1960s_nonAA_US > cannedheat,cannedheat-lo-move_on_down_the_road,2,now  ,there, come
1960s_nonAA_US > cannedheat,cannedheat-sc-bring_it_on_home,7,ticket ,there,'s
1960s_nonAA_US > cannedheat,cannedheat-sc-bring_it_on_home,7,ticket ,there,'s
1960s_nonAA_US > cannedheat,cannedheat-sc-bring_it_on_home,20,ticket ,there,'s
1960s_nonAA_US > cannedheat,cannedheat-sc-bring_it_on_home,20,ticket ,there,'s
1960s_nonAA_US > cannedheat,cannedheat-sc-catfish_blues,44,continues))   ,there,'s
1960s_nonAA_US > cannedheat,cannedheat-sc-catfish_blues,44,continues))   ,there,'s
1960s_nonAA_US > cannedheat,cannedheat-sc-catfish_blues,48,well ,there,'s
1960s_nonAA_US > cannedheat,cannedheat-sc-catfish_blues,48,well ,there,'s
1960s_nonAA_US > cannedheat,cannedheat-sc-going_up_to_the_country,25,because ,there,'s
1960s_nonAA_US > cannedheat,cannedheat-sc-going_up_to_the_country,25,because ,there,'s
1960s_nonAA_US > cannedheat,cannedheat-so-move_on_down_the_road,2,now   ,there, come
1960s_nonAA_US > cannedheat,cannedheat-so-move_on_down_the_road,2,now   ,there, come
1960s_nonAA_US > janisjoplin,janisjoplin-lo-kozmic_blues,11,said ,there,'s
1960s_nonAA_US > janisjoplin,janisjoplin-lo-kozmic_blues,11,said ,there,'s
1960s_nonAA_US > janisjoplin,janisjoplin-lo-kozmic_blues,20,try  ,there,'s
1960s_nonAA_US > janisjoplin,janisjoplin-lo-kozmic_blues,20,try  ,there,'s
1960s_nonAA_US > janisjoplin,janisjoplin-lo-kozmic_blues,34,try  ,there,'s
1960s_nonAA_US > janisjoplin,janisjoplin-lo-kozmic_blues,34,try  ,there,'s
1960s_nonAA_US > janisjoplin,janisjoplin-lo-kozmic_blues,54,you ,there,  ((vocalizing
1960s_nonAA_US > janisjoplin,janisjoplin-lo-kozmic_blues,54,you ,there,  ((vocalizing
1960s_nonAA_US > janisjoplin,janisjoplin-lo-women_is_losers,16,hell ,there, ain
1960s_nonAA_US > janisjoplin,janisjoplin-lo-women_is_losers,16,hell ,there, ain
1960s_nonAA_US > janisjoplin,janisjoplin-lo-women_is_losers,23,until ,there,'s
1960s_nonAA_US > janisjoplin,janisjoplin-lo-women_is_losers,23,until ,there,'s
1960s_nonAA_US > janisjoplin,janisjoplin-so-i_need_a_man_to_love,75,know ,there,'s
1960s_nonAA_US > janisjoplin,janisjoplin-so-i_need_a_man_to_love,75,know ,there,'s
1960s_nonAA_US > janisjoplin,janisjoplin-so-i_need_a_man_to_love,77,maybe ,there,'s
1960s_nonAA_US > janisjoplin,janisjoplin-so-i_need_a_man_to_love,77,maybe ,there,'s
1960s_nonAA_US > janisjoplin,janisjoplin-so-i_need_a_man_to_love,77,loneliness ,there,   oh
1960s_nonAA_US > janisjoplin,janisjoplin-so-i_need_a_man_to_love,77,loneliness ,there,   oh
1960s_nonAA_US > janisjoplin,janisjoplin-so-kozmic_blues,36,and ,there,'s
1960s_nonAA_US > janisjoplin,janisjoplin-so-kozmic_blues,36,and ,there,'s
1960s_nonAA_US > janisjoplin,janisjoplin-so-kozmic_blues,57,you ,there,'s
1960s_nonAA_US > janisjoplin,janisjoplin-so-kozmic_blues,57,you ,there,'s
1960s_nonAA_US > janisjoplin,janisjoplin-so-kozmic_blues,65,be ,there, when
1960s_nonAA_US > janisjoplin,janisjoplin-so-kozmic_blues,65,be ,there, when
1960s_nonAA_US > janisjoplin,janisjoplin-so-women_is_losers,22,until ,there,'s
1960s_nonAA_US > janisjoplin,janisjoplin-so-women_is_losers,22,until ,there,'s
1960s_nonAA_US > paulbutterfield,paulbutterfield-lo-born_in_chicago,13,well ,there,'s
1960s_nonAA_US > paulbutterfield,paulbutterfield-lo-born_in_chicago,13,well ,there,'s
1960s_nonAA_US > paulbutterfield,paulbutterfield-lo-born_in_chicago,20,well ,there,'s
1960s_nonAA_US > paulbutterfield,paulbutterfield-lo-born_in_chicago,20,well ,there,'s
1960s_nonAA_US > paulbutterfield,paulbutterfield-lo-born_in_chicago,24,if ,there,'s
1960s_nonAA_US > paulbutterfield,paulbutterfield-lo-born_in_chicago,24,if ,there,'s
1960s_nonAA_US > paulbutterfield,paulbutterfield-lo-born_in_chicago,26,if ,there,'s
1960s_nonAA_US > paulbutterfield,paulbutterfield-lo-born_in_chicago,26,if ,there,'s
1960s_nonAA_US > paulbutterfield,paulbutterfield-lo-no_amount_of_loving,54,back  ,there,'s
1960s_nonAA_US > paulbutterfield,paulbutterfield-lo-no_amount_of_loving,54,back  ,there,'s
1960s_nonAA_US > paulbutterfield,paulbutterfield-so-born_in_chicago,12,well ,there,'s
1960s_nonAA_US > paulbutterfield,paulbutterfield-so-born_in_chicago,12,well ,there,'s
1960s_nonAA_US > paulbutterfield,paulbutterfield-so-born_in_chicago,19,well ,there,'s
1960s_nonAA_US > paulbutterfield,paulbutterfield-so-born_in_chicago,19,well ,there,'s
1960s_nonAA_US > paulbutterfield,paulbutterfield-so-born_in_chicago,23,if ,there,'s
1960s_nonAA_US > paulbutterfield,paulbutterfield-so-born_in_chicago,23,if ,there,'s
1960s_nonAA_US > paulbutterfield,paulbutterfield-so-born_in_chicago,25,if ,there,'s
1960s_nonAA_US > paulbutterfield,paulbutterfield-so-born_in_chicago,25,if ,there,'s
1960s_nonAA_US > paulbutterfield,paulbutterfield-so-no_amount_of_loving,37,back   ,there,'s
1960s_nonAA_US > paulbutterfield,paulbutterfield-so-no_amount_of_loving,37,back   ,there,'s
1980s_AA > albertcollins,albertcollins-so-if_trouble_was_money,21,son ,there, gonna
1980s_AA > albertcollins,albertcollins-so-if_trouble_was_money,21,son ,there, gonna
1980s_AA > albertcollins,albertcollins-so-if_trouble_was_money,24,son ,there, gonna
1980s_AA > albertcollins,albertcollins-so-if_trouble_was_money,24,son ,there, gonna
1980s_AA > albertcollins,albertcollins-so-too_many-dirty-dishes,22,over ,there, got
1980s_AA > albertcollins,albertcollins-so-too_many-dirty-dishes,22,over ,there, got
1980s_AA > albertcollins,albertcollins-so-too_many-dirty-dishes,30,here   ,there,'s
1980s_AA > albertcollins,albertcollins-so-too_many-dirty-dishes,30,here   ,there,'s
1980s_AA > albertcollins,albertcollins-so-too_many-dirty-dishes,48,now ,there,'s
1980s_AA > albertcollins,albertcollins-so-too_many-dirty-dishes,48,now ,there,'s
1980s_AA > johnleehooker,johnleehooker-so-boogie_chillen,13,in ,there, that
1980s_AA > johnleehooker,johnleehooker-so-boogie_chillen,13,in ,there, that
1980s_AA > johnleehooker,johnleehooker-so-boogie_chillen,14,got ,there,   I
1980s_AA > johnleehooker,johnleehooker-so-boogie_chillen,14,got ,there,   I
1980s_AA > kokotaylor,kokotaylor-sc-let_the_good_times_roll,10,sit ,there, mumbling
1980s_AA > kokotaylor,kokotaylor-sc-let_the_good_times_roll,10,sit ,there, mumbling
1980s_AA > kokotaylor,kokotaylor-sc-wang_dang_doodle,39,air ,there, be
1980s_AA > kokotaylor,kokotaylor-sc-wang_dang_doodle,39,air ,there, be
1980s_AA > lutherallison,lutherallison-sc-freedom,36,alive ,there,'s
1980s_AA > lutherallison,lutherallison-sc-freedom,36,alive ,there,'s
1980s_AA > lutherallison,lutherallison-sc-sweet_home_chicago,36,from ,there, come
1980s_AA > lutherallison,lutherallison-sc-sweet_home_chicago,36,from ,there, come
1980s_AA > lutherallison,lutherallison-so-fight,12,sitting ,there,   with
1980s_AA > lutherallison,lutherallison-so-fight,12,sitting ,there,   with
1980s_AA > robertcray,robertcray-sc-dont_be_afraid_of_the_dark,12,be ,there, to
1980s_AA > robertcray,robertcray-sc-dont_be_afraid_of_the_dark,12,be ,there, to
1980s_AA > robertcray,robertcray-sc-dont_be_afraid_of_the_dark,24,be ,there, to
1980s_AA > robertcray,robertcray-sc-dont_be_afraid_of_the_dark,24,be ,there, to
1980s_AA > robertcray,robertcray-sc-dont_be_afraid_of_the_dark,26,be ,there, to
1980s_AA > robertcray,robertcray-sc-dont_be_afraid_of_the_dark,26,be ,there, to
1980s_AA > robertcray,robertcray-sc-dont_be_afraid_of_the_dark,39,be ,there, to
1980s_AA > robertcray,robertcray-sc-dont_be_afraid_of_the_dark,39,be ,there, to
1980s_AA > robertcray,robertcray-sc-dont_be_afraid_of_the_dark,41,be ,there, to
1980s_AA > robertcray,robertcray-sc-dont_be_afraid_of_the_dark,41,be ,there, to
1980s_AA > robertcray,robertcray-sc-dont_be_afraid_of_the_dark,45,be ,there, to
1980s_AA > robertcray,robertcray-sc-dont_be_afraid_of_the_dark,45,be ,there, to
1980s_AA > robertcray,robertcray-sc-dont_be_afraid_of_the_dark,47,be ,there, to
1980s_AA > robertcray,robertcray-sc-dont_be_afraid_of_the_dark,47,be ,there, to
1980s_AA > robertcray,robertcray-sc-dont_touch_me,27,and ,there,'s
1980s_AA > robertcray,robertcray-sc-dont_touch_me,27,and ,there,'s
1980s_AA > robertcray,robertcray-sc-dont_touch_me,37,oh ,there,'s
1980s_AA > robertcray,robertcray-sc-dont_touch_me,37,oh ,there,'s
1980s_AA > robertcray,robertcray-sc-too_many_cooks,5,stew ,there, ain
1980s_AA > robertcray,robertcray-sc-too_many_cooks,5,stew ,there, ain
1980s_AA > robertcray,robertcray-sc-too_many_cooks,7,know ,there,'s
1980s_AA > robertcray,robertcray-sc-too_many_cooks,7,know ,there,'s
1980s_AA > robertcray,robertcray-sc-too_many_cooks,14,stew ,there, ain
1980s_AA > robertcray,robertcray-sc-too_many_cooks,14,stew ,there, ain
1980s_AA > robertcray,robertcray-sc-too_many_cooks,19,stew ,there, ain
1980s_AA > robertcray,robertcray-sc-too_many_cooks,19,stew ,there, ain
1980s_AA > robertcray,robertcray-sc-too_many_cooks,27,stew ,there, ain
1980s_AA > robertcray,robertcray-sc-too_many_cooks,27,stew ,there, ain
1980s_AA > robertcray,robertcray-sc-too_many_cooks,32,stew ,there, ain
1980s_AA > robertcray,robertcray-sc-too_many_cooks,32,stew ,there, ain
1980s_AA > robertcray,robertcray-so-playin_in_the_dirt,23,down   ,there, ain
1980s_AA > robertcray,robertcray-so-playin_in_the_dirt,23,down   ,there, ain
1980s_AA > robertcray,robertcray-so-smoking_gun,5,sitting ,there, alone
1980s_AA > robertcray,robertcray-so-smoking_gun,5,sitting ,there, alone
1980s_nonAA_nonUS > ericclapton,ericclapton-sc-hard_times,5,because ,there,'ll
1980s_nonAA_nonUS > ericclapton,ericclapton-sc-hard_times,5,because ,there,'ll
1980s_nonAA_nonUS > ericclapton,ericclapton-sc-hard_times,26,days   ,there,'ll
1980s_nonAA_nonUS > ericclapton,ericclapton-sc-hard_times,26,days   ,there,'ll
1980s_nonAA_nonUS > ericclapton,ericclapton-sc-lay_down_sally,2,intro))   ,there, is
1980s_nonAA_nonUS > ericclapton,ericclapton-sc-lay_down_sally,2,intro))   ,there, is
1980s_nonAA_nonUS > ericclapton,ericclapton-sc-lay_down_sally,34,Sally ,there,'s
1980s_nonAA_nonUS > ericclapton,ericclapton-sc-lay_down_sally,34,Sally ,there,'s
1980s_nonAA_nonUS > ericclapton,ericclapton-sc-lay_down_sally,40,Sally ,there,'s
1980s_nonAA_nonUS > ericclapton,ericclapton-sc-lay_down_sally,40,Sally ,there,'s
1980s_nonAA_nonUS > ericclapton,ericclapton-so-old_love,7,still ,there,   why
1980s_nonAA_nonUS > ericclapton,ericclapton-so-old_love,7,still ,there,   why
1980s_nonAA_nonUS > ericclapton,ericclapton-so-old_love,19,be ,there,)   never
1980s_nonAA_nonUS > ericclapton,ericclapton-so-old_love,19,be ,there,)   never
1980s_nonAA_nonUS > ericclapton,ericclapton-so-the_shape_youre_in,36,been ,there, myself
1980s_nonAA_nonUS > ericclapton,ericclapton-so-the_shape_youre_in,36,been ,there, myself
1980s_nonAA_nonUS > jeffhealey,jeffhealey-so-my_little_girl,19,now ,there,'s
1980s_nonAA_nonUS > jeffhealey,jeffhealey-so-my_little_girl,19,now ,there,'s
1980s_nonAA_nonUS > jeffhealey,jeffhealey-so-river_of_no_return,4,too   ,there, is
1980s_nonAA_nonUS > jeffhealey,jeffhealey-so-river_of_no_return,4,too   ,there, is
1980s_nonAA_nonUS > johnmayall,johnmayall-sc-the_last_time,10,say ,there,'s
1980s_nonAA_nonUS > johnmayall,johnmayall-sc-the_last_time,10,say ,there,'s
1980s_nonAA_nonUS > rorygallagher,rorygallagher-so-keychain,18,insane ,there,'s
1980s_nonAA_nonUS > rorygallagher,rorygallagher-so-keychain,18,insane ,there,'s
1980s_nonAA_nonUS > thebluesband,thebluesband-sc-diddy_wah_diddy,2,intro))   ,there,'s
1980s_nonAA_nonUS > thebluesband,thebluesband-sc-diddy_wah_diddy,2,intro))   ,there,'s
